# MANIFEST. One row per authored file: which tree, path, bytes, SHA-256.
#
# SIGN THIS FILE, NOT THE CORPUS. One signature over a list of digests covers
# every byte the list names, and it stays one deliberate act by a person.
# Signing every file separately multiplies attestations without adding
# information, and turns a human attestation into a build step.
#
# Then anchor the signature: `ots stamp manifest.tsv.asc`. The signature says
# who and the anchor says when, and neither answers the other's question.
#
# KEEP THIS FILE PRIVATE WHILE THE WORK IS HELD. The anchor is over a digest and
# discloses nothing; this file names paths and therefore does.
#
# tree	path	bytes	sha256
BTC	theory/cryptography/sha256/main.tex	1141	b2d5b4f5f6a9d695886b228bcd22346cc0c3ce9ed60087e59dab3194090036df
BTC	theory/held/apparatus/chapters/chapter_information_theory.tex	20423	842ba7b991f98b9dfc23c363f4c68c47e8dc29197336472a694257f8d2666670
BTC	theory/held/apparatus/chapters/chapter_viewer_survey.tex	7170	809fb66b6855f77261b5e8d4b5c6bf2cfdbdf20444fd8d208a05aa9eff0369fe
BTC	theory/held/apparatus/frontmatter/titlepage.tex	512	c34d2d427cc7892ca7afe0ddf2b63ff8398cd30e25e5f9fce3ca026f3d05d973
BTC	theory/held/apparatus/main.tex	1620	38235f5393e7f3d832fc26a5dff4da070126107f79674593ea02efb32ee5d701
BTC	theory/held/boundary/chapters/chapter_boundary_reading.tex	13489	4b3fea545cb0f889c3c2937db6c9350bbf64669f2ff83416b7f5e5697cf5ba86
BTC	theory/held/boundary/chapters/chapter_deformation.tex	8462	8da9a285d2cb385be43489b198ad1b99eb2c23fa571ede41fb2a9e29c40efe8e
BTC	theory/held/boundary/chapters/chapter_finer_alphabet.tex	9509	7bbf34f8522d40ce7ad64a10ee36f2cf567feff96ab0920204a74237267a0532
BTC	theory/held/boundary/chapters/chapter_octant_lexicon.tex	14700	ce2b2f70ed01a79d9eeeda457a0a924ea3dc9e8d94564acbdca7021e37e4150c
BTC	theory/held/boundary/chapters/chapter_reading_transforms.tex	19431	bdffdbe693f63c1fe87f7c51be947e5c3676dc26e908a497af60c5be8824c000
BTC	theory/held/boundary/chapters/chapter_round_depth.tex	5742	32c2233c0b28fd3b2ecf170d79874cb3fd9f681b896ee6b1125f1e398ea6387b
BTC	theory/held/boundary/frontmatter/titlepage.tex	529	1d73223f1c23e0654d4c31e69a9f7405b1a56dad9ae427a33cf564f021fca4a9
BTC	theory/held/boundary/main.tex	1646	43f319c864a96dc9a81518cbdb6a33d3f7bbca6131b62f2d57da4f390eb3f067
BTC	theory/held/instruments/chapters/chapter_aiming.tex	15508	8c84a85bfed195cec8e1fc912c25fab4ff64d8b318e2d2d38fc60459706c0d48
BTC	theory/held/instruments/chapters/chapter_cannot_see.tex	15935	245407f0c54f664a6d41d4871d775a1d34e31b0b3079ae35dabe011ed6d27397
BTC	theory/held/instruments/chapters/chapter_failure_modes.tex	21960	8674958e7aa69e70f462a70c27b172197bc6efc94ef8a28ed4e2b5aa609f5842
BTC	theory/held/instruments/chapters/chapter_transforms.tex	7090	aa04878241d649f6d644749f76f81ea421dff64eb7b078ee3998faf88dc9471d
BTC	theory/held/instruments/frontmatter/titlepage.tex	520	f7edb8b7ac1aa49628957e4f8ccc4634d01000c45957c3faf55b45409f765dde
BTC	theory/held/instruments/main.tex	1475	6257cbac1d590c38f3567e89be542af97d81039d501a366fc2293d12d1a4aa7f
BTC	theory/held/macros.tex	571	23c2a8b45bd3e9c3023631ddca8ad414c7ece4309f53fe0089d49b42b1e271a9
BTC	theory/macros.tex	367	af043f3b5aa93505296e2ec5b94f7eef71199174e6431554e40ab8b3fd173fa1
BTC	theory/preamble.tex	5260	26f0d32808c2588efbf113bf5a38de59f5669f7d5dd18965e75a9f4a7282594a
BTC	theory/precision/chapters/chapter_relation_search.tex	6139	bbd856aa27ed7c31c85e3a5fa04c3a7b579b73e3ca13daf59e520824ea1dd5d3
BTC	theory/precision/chapters/chapter_twiddle_proof.tex	16637	50781a7460193e67d3298b242ae9cb48a30c276c3ee4922f0cfebd0ade970307
BTC	theory/precision/frontmatter/titlepage.tex	506	cf03f243142362157830d69e335e22b15ecc4b7debbbab369b03401c6e666bd9
BTC	theory/precision/main.tex	3014	4b73ec6eae17abb36139ad89e5fdfd80691518bae28b2c1a912d53c71cc106a8
BTC	tools/README.md	10986	2d09748dce3f344c2a2b48b13644d649e1f06c7652fa279a0ab976316b7f51ad
BTC	tools/audit/agglomerate.py	8783	1c8f16d69ba6a3cdf05f28fc70473a807ac4f2fb1d622816dd5167f5439105a3
BTC	tools/audit/anisotropy_detector.py	8005	3f8b487467b733a1ea3235326c363bd61534e1c4904cde407dee6c215b751451
BTC	tools/audit/audit_compiler.ps1	7463	ea4bbd9ad91837db89dbe0d4f1b79301fcf90830df9dcba98930b4b71d13f70f
BTC	tools/audit/audit_constants.py	4484	495c941cc0ce6293021ab48a890c1bd2044d93fea79a024b57c4aa8d82b82d3b
BTC	tools/audit/audit_diff.py	3270	a76fac0d810a8d1201554fb0e74753ee83e9237d313378eb8bd3ac6851bf3235
BTC	tools/audit/audit_seeds.ps1	3386	4a1da28a03c7c54584e5702fced45e90c5534b7cb4f180342a3ce0ab8cdb18db
BTC	tools/audit/audit_seeds.py	3420	489fc1aaf157b7480a32c726097b9621ca769457163cb690536f70bc4a2fdaa9
BTC	tools/audit/chirality.py	7405	2d7257f1c92b6b5987789910733b18d8d4a791dc5b05203223dfe77fd3a2d0c3
BTC	tools/audit/comb_arms.py	9770	4d710e29c5663d8c560ae9c384dc566fafa3b10a658c8093412f6ef9e4c13e0f
BTC	tools/audit/compare_corpus.py	8643	559d911f41ee6e17b4965bdd27748ad8d3ba84e7af10f6cee22757ec94d68b99
BTC	tools/audit/compressibility.py	7292	0bf5fc8c73b73030315079655698505de2f35e2dc4c3288f2fcf16a303477d64
BTC	tools/audit/conserve_headers.py	7678	3bb08931cc6688556f840568ea828cb671927dd1a2348833f9733ad8a4d8e30f
BTC	tools/audit/exact_spectral.py	8976	739b393476bde65d015c9fff77b12d5f8b2555d304c721069dc85f7c7c86d05e
BTC	tools/audit/grammar.py	5732	f8e7ba48e0feb2726ae4c9a5904e6fe66a27be08a735810e12ac239ddec2b73f
BTC	tools/audit/handedness.py	8132	006f7590e05b5b1391aedd1af8c29c71d8a490cc609022251a9cdbbc9d49cbeb
BTC	tools/audit/language_web.py	5901	c51aba2915e194b8bd75fb1fc13f8314a685ed638fc8f8b437a6ca8ddd790bac
BTC	tools/audit/linear_bias.py	5889	81b883854f9e9b814394f35202666f037a91e8bce1c57efb5ec77dd968842495
BTC	tools/audit/propagation.py	6806	252f2b392f00843c796dad01c50819b55dfe3d77611ab631a208e22a51a54990
BTC	tools/audit/response.py	9599	a02baa8ce8d12fc23d0baa5ea5afb295e0429e0c3b32e34c8115cc5bd65d19f5
BTC	tools/audit/sniffer.py	12498	d6d016a47358dfe93cf368dec4939ca08d47228b7e4b50a7d7e3a4c2908dd46f
BTC	tools/audit/sniffer_bakeoff.py	7812	293dc33069f49367f1886f6e4c66433f31a2f7908545e2ef7e374d856152db3e
BTC	tools/audit/spectral_bench.py	7741	0439c7a33aa12deb5e4d95e27fc81943645298fdb3d84512949aff385cc133a0
BTC	tools/audit/sweep_phase.ps1	2498	2d8554cfb3116d2876e8e7755429cd8ef1c1822aa9833ea402e03d0dfc874f1d
BTC	tools/audit/sweep_phase.py	3691	0b71a567ffcbd6b5a04037a553269b9d656710f440e894c2d6437a959ca2f938
BTC	tools/audit/verify_renyi.py	5927	d07b18e8fc0efd27cf1cee51dc4f3dc90a6c8399932849dd1a75aa5ebef56882
BTC	tools/audit/walsh_bias.py	5788	37466d291550943a91d4ea84a7a94cf7c30385091968265d890ddf026e444132
BTC	tools/audit/watchdog.py	19360	a18770011a8c5f92564fe060b678e1c028ce4f4a1e01f15c1875e72895474f02
BTC	tools/audit/watchdog_baseline.json	226	6468f269c17e7d36af7afb033bb2e6dbb61606dcd95f54255d25365f58d3abb9
BTC	tools/audit/wave_trace.py	7026	1899af9f0d231e7993bece81a574b3f33b3a738b17c85e22196a9a280cdb6420
BTC	tools/book/build_bibliography.py	8684	4fc72ae43152bd8b2d8caa3dbc4ed16ae5d843e61c9ae9bba614195fc25d5e95
BTC	tools/book/build_theory.sh	3020	0a3defc1624766e3ef4b5d731f422d8336dd403a69e18f15805cedad1411c646
BTC	tools/book/check_partition.py	12019	0848900b42f22f3e4a5db43d71f729f7115108440501200b7c5f8d62779bb440
BTC	tools/book/check_workbook.py	9897	70999e9e46d5222fc9e5fe5583f49f8c581f0f461849a28c7afde6d5c1f15d87
BTC	tools/chain/blocks.json	419742	2400344db571fe534496e86dbfe0c24a86bd86b6ff824ecf725320ebcccc7f90
BTC	tools/chain/blocks_2021.json	2747251	1c8e4a24e4686ef2dea69acc8a0ec91130505b626cd9cf3a00e02024c970e763
BTC	tools/chain/blocks_ban_2021.json	1153140	7096120c05ccffb25bdeac720c4f40c33c2dd65361e05f1563fbfd35ac722077
BTC	tools/chain/blocks_deep.json	2739844	b15118832a6082f2b3aa302665947465424b5e6018d39c98235564b66092e96a
BTC	tools/chain/blocks_labelled.json	3167649	a7fa82c069dd2ea37d46da987a3ef41b05b30e1630bb4b7171d555ae0098c603
BTC	tools/chain/check_2021.py	9965	a077ae598e53fb65130b844745117de8b4399c95184aaef1cabdbf6008265acb
BTC	tools/chain/check_pool_phase.py	6250	a2a779887a41fdee3c5efb0a6017981c6f81f3f6849f76255ea322a781010cb0
BTC	tools/chain/collision_entropy.py	5705	11558b61d5151daf8ed8798f80cb75bd97da6f5980b063faa021fa3b8a75c581
BTC	tools/chain/fetch_blocks.py	3368	c85d5908945479445f1994816ff83add51c2fc1a9f008210816f2332cb7e559f
BTC	tools/chain/fetch_deep.py	5817	4a895600519b1b415dff53bb40c91efbda8326ffee37f788a5211b92e5d9bff4
BTC	tools/chain/fetch_labelled.py	5215	f8502af4e0ad95b5857c242fd61eb46047f577b8faca93cb181086fdf7c8c68d
BTC	tools/chain/leak_series.py	8263	d37608e0fd54224b5e1caf1f2c1f3d5522fa75896203c052c402eda3a9fc382f
BTC	tools/chain/phase_replication.py	10912	067f457e768466805acc6ad7d9222e8ccd86380cd79d053d5a4c4321cc9e71c9
BTC	tools/check/check_monotone.py	3683	89c774749aeafcc8deec3b407b4e40784e73a84348458c0b8e67454badc8833d
BTC	tools/check/check_ridge_common_mode.py	3416	528ff58def31883f094906cbcaf17c0ddc2e6e3992f3474a70a4c326c54ba9ae
BTC	tools/check/check_rotation_residues.py	3238	4f75defae983550f476ba7af3c368db0dff37e85b55183fd0dbaab43bee09b9f
BTC	tools/check/check_slant.py	6792	8f13d3962bc9479357749de495df10bc2a3d6b1216700e088cc7a55677d1aad6
BTC	tools/check/check_tilt.py	4432	a107695527a1882d966b4296005d7eca4332940d3c9ae50b02f30d6d22bbfef5
BTC	tools/check/check_two_sources.py	3840	19ca257ecc6d49a476f856ba2663bd8c929c33b06dfb12f036901683fb79e3c3
BTC	tools/check/check_word_collapse.py	3886	3061c6dae93e312bb99932fc7839ae2f87074526b7cecad8aca1fc031e9651b4
BTC	tools/check/check_word_pairs.py	3485	55a4985f971148d3170df2a9c9b1b363e0225e279f3fd5741aab01fddea98fd7
BTC	tools/check/language_of_nature.py	8991	a73d3f0063ec693f55ec349d8871dd17544a09a3576789965de58fe6552fe5b7
BTC	tools/hardware/batch_invariant.py	7889	e042cc5346c0bab65e76622c92349bc854f8eb06eacf83600a645670d8dea6b8
BTC	tools/hardware/compressor_test.py	10748	c79314f0cb0bd037c55e1dd4c363df22dce59b2ec24e619d814f82ae3f92e238
BTC	tools/prose/build_assistant_pole.py	6583	c46764885b7cae3d0e1d42e374a04cd6041f39ce51ba45698ac9f50c0ff31327
BTC	tools/prose/check_punctuation.py	4071	4750e618746130f953fd91d1c9c705ec5ca2dd8fd9c2c92ed3f528128afd1cc1
BTC	tools/prose/dependence_decay.py	39848	ee4813f4937df913c4923d737ac1695c8c33cbda72070cb031d25613af05d509
BTC	tools/prose/docs_check.py	58014	a7ed2d2859e5b1d8b326469074dcb0264d96c93c58255cc754298999b19efaca
BTC	tools/prose/gate.py	5705	fa4a3efca2d8af6098710161d6b889523927afa90d7bed4309fe1c835639fefe
BTC	tools/prose/plain_text.py	8039	91eff059e05b77640e022d61f0de5c593dd63aa67520fb79b9671d42f72acfa6
BTC	tools/prose/printed_check.py	5709	527c071fae481ce555c9a6b5befe234930a772fa581db2d8decd3310a0404efb
BTC	tools/prose/prosody_rate.py	8435	c653b5f148fe1a79dceb1985555ef8cd2fea36095786e512d7a523ea206a73c2
BTC	tools/radar/radar_assay.py	6330	e5987f5f4128347a2913429136d9667b9b7e339cb50b76e97f153503c61f657b
BTC	tools/radar/radar_receive.py	10922	3baf2fd08ff0cb024cf48d3b64bfa31b7f19dd7e1523c4f19fec268d2ed83ae8
BTC	tools/radar/sei_round_constants.py	6660	2955b017fa96ba250282becc1bf449cca2b20ba3320b2c7acf186633f369a5a4
BTC	tools/view/README.md	25235	5f58c0bf377b5ed675eb99e816ca98d10f1e93e581ee22bb85e29da60424bd24
BTC	tools/view/arm_draw.py	31590	4f4d3a6e530a3f68b025d4e4ecbb21cc393496bda6cc22cb45a48ada845e99f5
BTC	tools/view/block_view.html	20706	ae0a9e6706a41c9f88a1de3e4a87056da6ca179e679462a2244e620946e863b8
BTC	tools/view/block_view_template.html	13205	1f5c8d3f5dc37976c5fe272573092fdd87417d3f971bdf2cf68ffcead660604d
BTC	tools/view/boundary_count.py	14677	23ba977b17ecaed47e35ae8ff44d79d03ab121583421d8f9869b3b701c84cce0
BTC	tools/view/boundary_read.py	14282	0d1c43764066c6b0e76f3c0faaa3848a551349451c0d052737de0b849c18b5bf
BTC	tools/view/build_blind_view.py	11122	6d15b857a3fa71249c5fb4a13d06170d23f5cb32996d5ab546d882c1b49f541c
BTC	tools/view/build_blob_view.py	9510	5092d43bb06edc594760aa4aa38150cadb62212bc4fa7990b27b2f6ee06a8181
BTC	tools/view/build_block_view.py	9830	fab9a5bc60fef6659a9067783b920d70cb71ce07d02009018f43e54957042161
BTC	tools/view/build_chart_view.py	7804	1436354435d4ecd14dec66d4b843871bb6e9c3dd59d8c8e90b8262a9a7e625dd
BTC	tools/view/build_earth_view.py	5349	78acda7e9fe1b92239bd82de1737f48ed23721405b44178727a9bfadc580f61a
BTC	tools/view/build_field_view.py	7240	0fe536467a46b44e2e023bd343dcd8a0414e704d17ee1c4183f37e680b39e6b1
BTC	tools/view/build_orrery_view.py	22765	bee8a977134b24e019d425c0cf6bb5460eed6eac1470e4adc4e528916add1ca2
BTC	tools/view/build_pack.ps1	1660	f754bffb0f3390f2ab155fe4db97a00525d502025f5b0628735778e65a832739
BTC	tools/view/build_plot_view.py	6949	c906f79ca4d0f1df86396194873acb163a6581edf6803616af1db90897902945
BTC	tools/view/build_room_view.py	9449	5d3d91189baa4cd017d8a4854ad14d36e24f857c43cb25b1a6e80215fce4794b
BTC	tools/view/build_scope_view.py	7320	fc8158b8db387bac4c5226bf3b2d04d8836791db68d540c96ef35e2ad040f1c3
BTC	tools/view/build_sha_clock_view.py	19536	3b987fe87003d74c149d0e4542fcafa89aec5dfd3cec1f8dbaef890eeaf061b1
BTC	tools/view/build_sha_pairs_view.py	7189	92b2ae3472a01bfd159bfbe13fea779d23ca290ad232c8b5e4ba45fe702cabe0
BTC	tools/view/build_sha_room_view.py	14160	6449cd917e86975354abc33df97887db67c7ced9770197db800a9b7292142810
BTC	tools/view/build_sha_sphere_view.py	14195	aa9d6577aeb4252e5c96f65342f8fdbd598fe976b88f78b7f20f1ff2bf03fd22
BTC	tools/view/build_shadow_view.py	2785	78c33dd61cc261354342e243c40a768eadcf9aca2e53da8596ecd92a29061449
BTC	tools/view/build_sound_view.py	8094	67584c4cb3f8f8da898c72d6fb2ab0b66d6a89e57af84111a6e64a5e7528f655
BTC	tools/view/build_sources_view.py	2744	458bcd2bd1e4a90da3fa9984865d74a90cbf39df8649d65464b3fe8a0548bfd1
BTC	tools/view/build_sphere_view.py	11656	a114344050bfc002ccb026c8fbce5a43579221fdfaa06134ea1e277f05e63fe4
BTC	tools/view/build_spiral_view.py	5730	0f37baca5d86c04268821652fdc83672ee5727e57129873ffaa9de4f356d6769
BTC	tools/view/build_step_view.py	6053	2eb2c23eb24cdc072265a59add9b1e651bb0e5136cb4077bcb8e8d6d6e473d5b
BTC	tools/view/build_survey_view.py	7033	3404a8bc33d5ad40a55a9c2e44e0f9cef72ac9608beabad8b5ef8e9e03dbeabc
BTC	tools/view/build_sweep_view.py	11083	f36e5ddaefe9e601253a1458185825f9c303745873195bcff1759f0948990b42
BTC	tools/view/build_voxel_view.py	4769	b018844e643fa34fe6bb951d655ab03c7543da43b27e8b704708a9ada6369156
BTC	tools/view/chart_view_template.html	22160	b66dc71ec045ce19f0f6c13b465075b2c39d9fe9c1ee78712bc1635c4864dbee
BTC	tools/view/cut_project.py	9459	471362e9078d50243e6cf93696128c65821e3b5995f59f80c0250680f9616068
BTC	tools/view/data_check.py	19039	92a8ff5101df492e3b5c0297513d6189068427a3d5d43d0dc26cf3261af1fcfa
BTC	tools/view/dsp.py	5754	11ad55fda91c638c0cc559c6e9478ef760c4862625759c9b0b70ef8e378c0a83
BTC	tools/view/earth_view.html	17508	1105ea8f8f714cd82c47e2dd83623fb1c6cd1ab9fd6751b4ba5e1604c884b13e
BTC	tools/view/earth_view_template.html	16493	cc762f748e307900e6df1b7deed6ed7b6babce62d1996fe4ff54b3c80e2aed46
BTC	tools/view/exact.py	8352	e869b732587c15fcf8cf0fcb08451d1b643dcb2672895f61be21f7b5cfc23d03
BTC	tools/view/frame_audit.py	11127	7333e42661e5dae0e265128540f3f7c3dd56786725d88c8b833e5419e8d25484
BTC	tools/view/frame_findings.md	19168	24e029235359a39cf924ce6bebea8c27e281df41dc8b95ff0ecade6f352dd063
BTC	tools/view/gpu_pack.py	11598	f6caa152392cc2e73b8f1da5f13b5fd89210965bc1f069b7b928f91f9e89d807
BTC	tools/view/grid_error.py	21832	11565ebe58bc4bf975054c81cd1c8c0f3077cfa4f28780d97df3c79357a61261
BTC	tools/view/inert_report.py	8094	939b088e5c2730701302644ed5566389a1228fa7adc96542a3bc065654d5525c
BTC	tools/view/make_shadow_figure.py	2309	fa38cb8d82977b474d2f2ee3b82a579d0c35d1bed4d3829eb8eebec2eb0a25e6
BTC	tools/view/manifest.py	12076	b8b44b5e609af907ae73e9a2fcca03846bc5b06e0fa0f66404f0735cef7842fd
BTC	tools/view/null_harness.py	17320	0eccf260816535b168d5a926ea6682fb568c1297dd29d16cee1ba6df03c48c63
BTC	tools/view/octant_lex.py	16718	ca1daff01b17fa421c323783f09b3f721b59ca515707506da57c5ba10648a461
BTC	tools/view/orrery_view_template.html	29336	b4d30452020fa747620a92f8363aa7e8a6fa49700560cd2c896bb0dec84f2701
BTC	tools/view/out_path.py	6383	0e9b02e5d7549f2b3fce1afed009ecb0e5f0dc35d4bcb54bbe5c0d9688ab5bd4
BTC	tools/view/pack_shapes.cu	14546	b2f6fa183c02895abf4f66642b6fe324cf297f817eb592832ba269ce6c9d56ec
BTC	tools/view/pairs_view_template.html	17507	0387ee7364d7d59977b43ed706d20b943ddfc3f824ddad0a249a9a23b70fb570
BTC	tools/view/quotient_coherence.py	10220	0e0f0d4d5a32a202d8ca2ff01afe64e97dcf824e3a37cdb76d834e33706369ee
BTC	tools/view/reading_rank.py	12043	26a1b54c1054e2cb18572cc3bef7906ed496bdf11f21608e7849c96f0512e802
BTC	tools/view/room_view.html	109690	262833670ef760a69444f028ab6b25d2cb98061a8f4f27943cfe25ad5c455232
BTC	tools/view/room_view_template.html	241857	8043eec9fbf62f96acef6c95d10c6ae57e21dc2c9a9145da578de137419929ed
BTC	tools/view/scope_view.html	61303	01418101b75dfd3b09c23a5c5732b9c914efbf63d75e816c8be3b9e658d33325
BTC	tools/view/scope_view_template.html	33145	21ffd1b8c366d1501de1ff0911343f6348e1e1b59b4d5df0cdb464491963fa81
BTC	tools/view/script_check.py	10386	2e8b66c947d8131ab65fb1469dd4738a0516c2d298028ff5f9574411164b0a71
BTC	tools/view/settings.py	4395	783620a51b466be381fdc4a0f737dfb3f5d5d7e585acd775456e44ef77a9b721
BTC	tools/view/sha_clock_view.html	319027	b388e4229f4dc47726df1af78e04989872342070c3264cfd40090f0f6a9351e3
BTC	tools/view/sha_room_view.html	408912	3cc8181edc168416e1be382a7c66a7c354dc1b2ee698f590f662346762bb3fcd
BTC	tools/view/shadow_view.html	415363	c6f64c0dbc46504e8c5751357d90c967dd719068023d730a783a0c3c7e8adccf
BTC	tools/view/shadow_view_template.html	19839	b2300f2cf91677504bbd553165312031717ed1be10b4d523b814998cc0e09a51
BTC	tools/view/sources_view.html	1065953	74740139961d5a3183479cf4daccdd0b606c1d280fb31a45afe7d4dd463ceb42
BTC	tools/view/sources_view_template.html	12292	317aeedb05fa475d779fe41d0ac74ac13cf597ea495e2470f2f3814f8bf2c253
BTC	tools/view/sphere_field.py	20493	d59b99c87f648ddd96b327103eca521afd464ee704960f1b843806dd4fb703b0
BTC	tools/view/sphere_view_template.html	35849	f1eaae1c331ff8acb1bbe022ad0df476ffa0eb0fc91efd0a0ce23fbb13b2c2cf
BTC	tools/view/spiral_view.html	43736	80db1d4aefbcc1717b6c34df87cd096f9779b59c088d67ac09fe15be2447fec5
BTC	tools/view/spiral_view_template.html	13424	16316379c877708335a6ee00fe56241915189a96b22180e2a00e786bb00f6547
BTC	tools/view/step_view.html	38616	2030ff88fa354073848e332c804e7f2ade22e1a3c42b8cff64a12c8affd61091
BTC	tools/view/step_view_template.html	15434	28e70b33a5dfeb2a4732a8f03fcbdf8e63cf3c6283cdb29bcd182dca8c1ab047
BTC	tools/view/survey_view.html	32528	b09dd2829a76c70387fdedbed37c13986aef7cc8a0c5f92e289fb0bf9815ff6d
BTC	tools/view/survey_view_template.html	12132	1e0cd05e488ea6cf011960d45c5814c5d18906fb466c84a0a8c843e86d500e47
BTC	tools/view/torus_count.py	5763	3fee024d3c564d0c90ab49b87be9e5f1f1fa55cb7703594c3c73a90cc5095f53
BTC	tools/view/viewers.json	8558	cfd23f6cbbc75b15248dedbd17aae191adb1893b4926d2b543546a977de54bfb
BTC	tools/view/voxel_view.html	486321	7258ac424ba3232303792fd34b1796b10278ed0ccb72e4e5ee9d6477a76af03d
BTC	tools/view/voxel_view_template.html	87969	f3fd848c05a8727f4f0b1d6215861eb43055da3db345a8991452d44f2ef6b058
anchor_sift	.githooks/pre-commit	3871	7b3a0a7c874a4439ae36d05dd7ba8ad2d6ece7bb66f319a6d71539f24d585c53
anchor_sift	.github/workflows/docs.yml	1672	f2d9397d50a1e7ca6d0fa981be1c7a7ae8572633ab39fc807df31d109555380f
anchor_sift	.gitignore	2396	e96c87bd95a4cc8914f0109ecad2f00fc8360f2a91cc102e70398c55783f472d
anchor_sift	.prettierrc	201	8f1f8da56dff313018e25e73c1ae79cc187c44cc4833bc13230c4ef49d666362
anchor_sift	CITATION.cff	1318	454644a51a01ef3e9f070806c353433e115795b19b74cacd593f173fcc94a0a1
anchor_sift	CONTRIBUTING.md	5643	f386a4764976d0039a201674472ce0c518b7128b93b523b53fcdb5e37fa29759
anchor_sift	LICENSE	24654	b6403446daa49a3d0faebcf0bd6e884672dc59e10b043ca7039635b00518a517
anchor_sift	LICENSES/AGPL-3.0-or-later.txt	24654	b6403446daa49a3d0faebcf0bd6e884672dc59e10b043ca7039635b00518a517
anchor_sift	LICENSES/LicenseRef-Commercial.txt	3843	28da06885130b6163e3678469ab4bc13e8ced0bc45a67de7ae9a82e2915b0dc1
anchor_sift	LICENSES/LicenseRef-Educational.txt	13879	8a499918e3ed825a1827dbabd513bcbde6b24813d2953cce6066f13800bd9620
anchor_sift	README.md	13755	8df955240ee64ad75a3493518d3e5459eb8f743dc85d05a0548f2a8d4fd83b50
anchor_sift	SECURITY.md	4095	99886e552d5cc0c06764778f0704de2122c8aafc3cd23e21f01af85cc056bd59
anchor_sift	deps/mmgr/.clang-format	9361	98d604ae3b6cf78b09a78138ee90f0ffb12aff614cae0e5b53da2da4c72c038e
anchor_sift	deps/mmgr/.clang-format-ignore	614	e8b166440c97a7336773739a7b7928582af8d54929915198fa1ad458310de168
anchor_sift	deps/mmgr/.claude/settings.json	42	feb6593ab7e201106dfde568dc50ed2ba0821d0f29f06b016604c64a66791716
anchor_sift	deps/mmgr/.editorconfig	798	a2596c904a6a5a6d4fa51962d94508f4b9d41bc6289c08cf52027e2286238fdb
anchor_sift	deps/mmgr/.gitattributes	426	9257a90d2f627e3d94b16228ab5cb7f38f64128eb3fd5c154e446af05299b3dd
anchor_sift	deps/mmgr/.github/codeql/codeql-config.yml	553	3013012fe62ca73c784d3a53595f25cc499b0447f0136f6f05b6f31311b08d2f
anchor_sift	deps/mmgr/.github/dependabot.yml	1001	9cf6b54aed772c636ccd47eed16a0773e36f83fd9f74c4808d7097c8d7d5a597
anchor_sift	deps/mmgr/.github/workflows/SonarCloud.yml	3129	1d147a0080c0becfb5c77b2e7705b6daa7fa18963241e0f6b486c16fad034c27
anchor_sift	deps/mmgr/.github/workflows/codeql.yml	2773	eb9918933555a8a7150f05a6c157200e97472bbe60b92bdda8b8b24790be1415
anchor_sift	deps/mmgr/.github/workflows/dependabot-auto-merge.yml	2635	a5f9ef6363bdf38b27149889f1f43edad08d53ac5e9674f3836eade71092ca75
anchor_sift	deps/mmgr/.github/workflows/docs.yml	6996	ff94a140c03778d74cbc8c4cfcc2dc6f6cdca8d832ce5595cbc22defe7324634
anchor_sift	deps/mmgr/.github/workflows/format-code.yml	3323	7ddac8ff1ce7daf354477a5aa370b9a622e7e4f33bd2fe946c5eb9a764c37e98
anchor_sift	deps/mmgr/.gitignore	713	801c2b501d6fae048342c7b5f166d53643b2641cd27a861f05022e4ab72ba0df
anchor_sift	deps/mmgr/.prettierignore	822	f418dd600c0d5029dc805c4dbe8c4c3ff6239ed3d37455efded1dfc97c1507c8
anchor_sift	deps/mmgr/CHANGELOG.md	1414	0121c013aee8450e9c621b5c315d048924c75bc8475b245ed7e2126efc7fc9e5
anchor_sift	deps/mmgr/CITATION.cff	989	054ab02736851b198c1fe238090f32d3222dc5f209beafb3d3e32dd95a992a69
anchor_sift	deps/mmgr/CMakeLists.txt	6617	d8f1cb4cdd21dad82f67267f6e9111832e6912aff2cf3147231af03f5fb0a765
anchor_sift	deps/mmgr/CONTRIBUTING.md	4544	8c3a8b1826ccc6cff293af1978b69cd6358827b8702c2d1a8da85be7f1c3ba8e
anchor_sift	deps/mmgr/LICENSE	24654	b6403446daa49a3d0faebcf0bd6e884672dc59e10b043ca7039635b00518a517
anchor_sift	deps/mmgr/LICENSES/AGPL-3.0-or-later.txt	24654	b6403446daa49a3d0faebcf0bd6e884672dc59e10b043ca7039635b00518a517
anchor_sift	deps/mmgr/LICENSES/LicenseRef-Commercial.txt	3855	4050b60b3447cd1d1c712b8b652d9e62c684df0226346ff53dbd541a098ac127
anchor_sift	deps/mmgr/LICENSES/LicenseRef-Educational.txt	12215	e2cd021b0ab706de7a601631d92e8824ee1ed88366dd2b1b4aab8b8df9d480d1
anchor_sift	deps/mmgr/README.md	10061	15a007e8240d65681e47ca48e610aa026487d237f6b99e573433b6a0256dbe11
anchor_sift	deps/mmgr/SECURITY.md	3085	27a6740fbb8e87acd01f02d3ac1b8288442b461a292c50b557a43bfff191c08d
anchor_sift	deps/mmgr/cmake/MMgrModule.cmake	5863	5488fa7e58ace863d4d32d8953f271781500ff76cda295c7c9eec28a8dbfa586
anchor_sift	deps/mmgr/cmake/MMgrSuite.cmake	6183	c2e37e351e53e3eb637ee82d53096b69d579cb0196bf89a91a2ccd4215f30f2c
